title,price,link_item,image_url,index_,discount_idx,discount_percent_list,countReviews,type,category,official_idx,official
Laptop Asus Tuf Gaming F15 FX506HF-HN078W (i5-11260H) (Đen) - Bảo hành 24 tháng,20.119.000 ₫,https://www.lazada.vn/products/laptop-asus-tuf-gaming-f15-fx506hf-hn078w-i5-11260h-den-bao-hanh-24-thang-i2596952166.html,https://img.lazcdn.com/g/p/af767ad83fa28197769fc9dd71f71d73.jpg_400x400q75.jpg_.webp,16,16,,Đà Nẵng,lazada,computerandlaptop,16,1
Laptop HP Victus 16-e1107AX (7C140PA) (AMD Ryzen 5 6600H) (Đen) - Bảo hành 12 tháng,17.589.000 ₫,https://www.lazada.vn/products/laptop-hp-victus-16-e1107ax-7c140pa-amd-ryzen-5-6600h-den-bao-hanh-12-thang-i2312144094.html,https://img.lazcdn.com/g/p/754c5825450826934a242b52fd3064ab.jpg_400x400q75.jpg_.webp,17,17,31% Off,"123 Đã bán
(52)
Hồ Chí Minh",lazada,computerandlaptop,17,1
Laptop HP ProBook 450 G10 873J6PA (Core i5 1340P/ 8GB/ 512GB SSD/ Intel UHD Graphics/ 15.6inch FHD Touch screen/ Windows 11 Home/ Silver/ Vỏ nhôm) - Hàng Chính Hãng,20.950.000 ₫,https://www.lazada.vn/products/laptop-hp-probook-450-g10-873j6pa-core-i5-1340p-8gb-512gb-ssd-intel-uhd-graphics-156inch-fhd-touch-screen-windows-11-home-silver-vo-nhom-hang-chinh-hang-i2413197397.html,https://img.lazcdn.com/g/p/56be330c9e69295757bfd0c7f5044754.png_400x400q75.png_.webp,18,18,7% Off,Hồ Chí Minh,lazada,computerandlaptop,18,1
"[Voucher Giảm 15% Max 2Tr500]Laptop HP 15s fq2712TU 7C0X2PA/ core i3 1115G4/8GB/256GB/15.6""FHD/Win 11",9.490.000 ₫,https://www.lazada.vn/products/voucher-giam-15-max-2tr500laptop-hp-15s-fq2712tu-7c0x2pa-core-i3-1115g48gb256gb156fhdwin-11-i2198255434.html,https://img.lazcdn.com/g/p/1bb5da6ccc1ea534c9f74c8a76e7d454.png_400x400q75.png_.webp,19,19,42% Off,"8 Đã bán
(3)
Hà Nội",lazada,computerandlaptop,19,1
LAPTOP DELL PRECISION 7730 CORE I5 8400H RAM 32G SSD 256G+1T 17.3INCH FHD VGA P3200,10.500.000 ₫,https://www.lazada.vn/products/laptop-dell-precision-7730-core-i5-8400h-ram-32g-ssd-256g1t-173inch-fhd-vga-p3200-i2611160506.html,https://img.lazcdn.com/g/p/44e49428fb86bb66a923d8aaf742b467.jpg_400x400q75.jpg_.webp,20,20,22% Off,Hồ Chí Minh,lazada,computerandlaptop,20,0
Laptop Dell Latitude E5490 màn 14 inch FHD - Core i5 8250 ram 8G 256G SSD,4.388.000 ₫,https://www.lazada.vn/products/laptop-dell-latitude-e5490-man-14-inch-fhd-core-i5-8250-ram-8g-256g-ssd-i2547728346.html,https://img.lazcdn.com/g/p/81081317f997989e99fc90b0d559d6a3.jpg_400x400q75.jpg_.webp,21,21,,Nghệ An,lazada,computerandlaptop,21,0
Laptop Apple Macbook Pro 14 inch chip M3 PRO 18GB RAM/512GB | 18GB RAM/1TB SSD up to 12cpu / 18 gpu,51.999.000 ₫,https://www.lazada.vn/products/laptop-apple-macbook-pro-14-inch-chip-m3-pro-18gb-ram512gb-18gb-ram1tb-ssd-up-to-12cpu-18-gpu-i2650885390.html,https://img.lazcdn.com/g/p/a195eb806c9e1b4666e4312177dfba3a.png_400x400q75.png_.webp,22,22,,Hồ Chí Minh,lazada,computerandlaptop,22,1
MacBook Air 15 inch M2 2023 - Hàng Chính Hãng,28.490.000 ₫,https://www.lazada.vn/products/macbook-air-15-inch-m2-2023-hang-chinh-hang-i2370568169.html,https://img.lazcdn.com/g/p/2d1444807128eb9130482a44c3a256f4.jpg_400x400q75.jpg_.webp,23,23,14% Off,"146 Đã bán
(3)
Bắc Ninh",lazada,computerandlaptop,23,1
Laptop Asus Zenbook 14 OLED UX3405MA-PP151W (Ultra 5-125H) (Xanh) - Bảo hành 24 tháng,28.990.000 ₫,https://www.lazada.vn/products/laptop-asus-zenbook-14-oled-ux3405ma-pp151w-ultra-5-125h-xanh-bao-hanh-24-thang-i2594051899.html,https://img.lazcdn.com/g/p/5063ce04ecd268ac663b3e55b0675670.jpg_400x400q75.jpg_.webp,24,24,,Hồ Chí Minh,lazada,computerandlaptop,24,1
Laptop Lenovo Ideapad 5 - 15IAL7 -82SF006LVN (i5-1235U) (Xanh) - Bảo hành 36 tháng,14.839.000 ₫,https://www.lazada.vn/products/laptop-lenovo-ideapad-5-15ial7-82sf006lvn-i5-1235u-xanh-bao-hanh-36-thang-i2327780056.html,https://img.lazcdn.com/g/p/51b2a0e1e3a3bb35191574369e5b01f5.jpg_400x400q75.jpg_.webp,25,25,24% Off,"11 Đã bán
(3)
Hồ Chí Minh",lazada,computerandlaptop,25,1
DELL PRECISION 7520 CORE I7 6820HQ RAM 16G SSD 256G+1T 15.6INCH FHD VGA M2200,8.300.000 ₫,https://www.lazada.vn/products/dell-precision-7520-core-i7-6820hq-ram-16g-ssd-256g1t-156inch-fhd-vga-m2200-i2404695155.html,https://img.lazcdn.com/g/p/cc17054b6b4a84c7e1d0b9d70781e849.jpg_400x400q75.jpg_.webp,26,26,21% Off,"(1)
Hồ Chí Minh",lazada,computerandlaptop,26,0
DELL 7480 i5 i7 7600U 8G 256G MÀN HINH 14 in CẢM ỨNG FULL HD MỎNG NHẸ THUẬN TIỆN DI CHUYỂN,5.670.000 ₫,https://www.lazada.vn/products/dell-7480-i5-i7-7600u-8g-256g-man-hinh-14-in-cam-ung-full-hd-mong-nhe-thuan-tien-di-chuyen-i1988174728.html,https://img.lazcdn.com/g/p/8c94d726baa81fed0a5220b82f7a068a.jpg_400x400q75.jpg_.webp,27,27,,"52 Đã bán
(17)
Hưng Yên",lazada,computerandlaptop,27,0
Laptop Lenovo Thinkpad X1 Yoga Gen 5 Core i7-10510U l RAM 16G l SSD 256G l Màn 14' FHD [ BẢO HÀNH 3 - 12 THÁNG ] Hàng Mỹ Đẹp 99%,11.900.000 ₫,https://www.lazada.vn/products/laptop-lenovo-thinkpad-x1-yoga-gen-5-core-i7-10510u-l-ram-16g-l-ssd-256g-l-man-14-fhd-bao-hanh-3-12-thang-hang-my-dep-99-i2116818133.html,https://img.lazcdn.com/g/p/3b8c5bf2e475d2f4fc6d8ed699490c0a.jpg_400x400q75.jpg_.webp,28,28,,Hồ Chí Minh,lazada,computerandlaptop,28,0
Laptop HP Pavilion 15-eg3112TU i7-1355U/16GB/512GB/15.6''FHD/Win11,25.290.000 ₫,https://www.lazada.vn/products/laptop-hp-pavilion-15-eg3112tu-i7-1355u16gb512gb156fhdwin11-i2408829433.html,https://img.lazcdn.com/g/p/9b6edb452c32bda9d8b690afb4ffb2fc.jpg_400x400q75.jpg_.webp,29,29,,"5 Đã bán
Hồ Chí Minh",lazada,computerandlaptop,29,1
LAPTOP ASUS GAMING TUF FX507VV4-LP382W (I9 13900H/16GB RAM/512GB SSD/15.6 FHD 144HZ/RTX 4060 8GB/WIN11/XÁM),35.750.000 ₫,https://www.lazada.vn/products/laptop-asus-gaming-tuf-fx507vv4-lp382w-i9-13900h16gb-ram512gb-ssd156-fhd-144hzrtx-4060-8gbwin11xam-i2479347209.html,https://img.lazcdn.com/g/p/0e8f2425fe2aee59a73184bb9629ea4a.png_400x400q75.png_.webp,30,30,13% Off,Hà Nội,lazada,computerandlaptop,30,1
"Laptop Lenovo Gaming LOQ - 15IAX9 i5 12450HX/AI/16GB/512GB/15.6""FHD/RTX2050 4GB/Win11",19.490.000 ₫,https://www.lazada.vn/products/laptop-lenovo-gaming-loq-15iax9-i5-12450hxai16gb512gb156fhdrtx2050-4gbwin11-i2565993716.html,https://img.lazcdn.com/g/p/b55e8679c02a00f62a3e92a9b3da5d12.jpg_400x400q75.jpg_.webp,31,31,9% Off,Hồ Chí Minh,lazada,computerandlaptop,31,1
Laptop Asus Vivobook 15 OLED A1505VA-L1113W i5 13500H/16GB/512GB/15.6''FHD/Win11,17.990.000 ₫,https://www.lazada.vn/products/laptop-asus-vivobook-15-oled-a1505va-l1113w-i5-13500h16gb512gb156fhdwin11-i2260832742.html,https://img.lazcdn.com/g/p/d8a7eefe08b69641bc043a9ed00b15e0.jpg_400x400q75.jpg_.webp,32,32,10% Off,Hồ Chí Minh,lazada,computerandlaptop,32,1
"Laptop Asus Vivobook A1405VA-KM059W i5 13500H/8GB/512GB/14"" OLED WQXGA+/Win11",15.990.000 ₫,https://www.lazada.vn/products/laptop-asus-vivobook-a1405va-km059w-i5-13500h8gb512gb14-oled-wqxgawin11-i2260885411.html,https://img.lazcdn.com/g/p/c1990f849d7077dfc5bed24a1fc3e80b.jpg_400x400q75.jpg_.webp,33,33,22% Off,"(1)
Hồ Chí Minh",lazada,computerandlaptop,33,1
DELL VOSTRO 3446 CORE I5 4210U RAM 8G SSD 256G 14INCH GIÁ RẺ,3.500.000 ₫,https://www.lazada.vn/products/dell-vostro-3446-core-i5-4210u-ram-8g-ssd-256g-14inch-gia-re-i2534954279.html,https://img.lazcdn.com/g/p/cda5b51f5889b6532412bcd43c7a3b66.jpg_400x400q75.jpg_.webp,34,34,27% Off,Hồ Chí Minh,lazada,computerandlaptop,34,0
"[Trả góp]Laptop HP ENVY x360 13-bf0114TU,Core i5-1230U,8GB RAM,512GB SSD,Intel Graphics,13.3""2.8K Touch,Webcam,Pen,Win11 Home 64,Natural Silver,1Y_7C0P0PA - Hàng chính hãng",26.000.000 ₫,https://www.lazada.vn/products/tra-goplaptop-hp-envy-x360-13-bf0114tucore-i5-1230u8gb-ram512gb-ssdintel-graphics13328k-touchwebcampenwin11-home-64natural-silver1y_7c0p0pa-hang-chinh-hang-i2134631265.html,https://img.lazcdn.com/g/p/31db0960fc0174708b3b38dd5b77d309.png_400x400q75.png_.webp,35,35,10% Off,"7 Đã bán
Hồ Chí Minh",lazada,computerandlaptop,35,1
"Laptop MSI Modern 14 C7M-221VN R7 7730U/8GB/512GB/14"" FHD IPS/Win 11",11.990.000 ₫,https://www.lazada.vn/products/laptop-msi-modern-14-c7m-221vn-r7-7730u8gb512gb14-fhd-ipswin-11-i2398295128.html,https://img.lazcdn.com/g/p/e4a943421f83981eec5695f5b95a8c40.jpg_400x400q75.jpg_.webp,36,36,17% Off,Hồ Chí Minh,lazada,computerandlaptop,36,1
Lenovo Thinkpad / Tosiba / Dell Core i5 / RAM 8GB / SSD 256GB / Màn 12.5 inch HD 1366x768 (Phím JP) Hàng Chính Hãng,1.990.000 ₫,https://www.lazada.vn/products/lenovo-thinkpad-tosiba-dell-core-i5-ram-8gb-ssd-256gb-man-125-inch-hd-1366x768-phim-jp-hang-chinh-hang-i2541040342.html,https://img.lazcdn.com/g/p/5dd354d9698caf5a09f26b66ca853713.jpg_400x400q75.jpg_.webp,37,37,,Hà Nội,lazada,computerandlaptop,37,0
Máy tính xách tay/ Laptop Acer Nitro 16 Phoenix AN16-41-R5M4 (NH.QKBSV.003) (AMD Ryzen 5-7535HS) (Đen) - Bảo hành 12 tháng,25.289.000 ₫,https://www.lazada.vn/products/may-tinh-xach-tay-laptop-acer-nitro-16-phoenix-an16-41-r5m4-nhqkbsv003-amd-ryzen-5-7535hs-den-bao-hanh-12-thang-i2413494057.html,https://img.lazcdn.com/g/p/3025494b1522cc9cc2c82bb0672d6225.jpg_400x400q75.jpg_.webp,38,38,16% Off,Hồ Chí Minh,lazada,computerandlaptop,38,1
"Laptop MSI Modern 14 C7M-220VN R5 7530U/8GB/512GB/14""FHD/Win 11",9.990.000 ₫,https://www.lazada.vn/products/laptop-msi-modern-14-c7m-220vn-r5-7530u8gb512gb14fhdwin-11-i2398275214.html,https://img.lazcdn.com/g/p/e4a943421f83981eec5695f5b95a8c40.jpg_400x400q75.jpg_.webp,39,39,17% Off,Hồ Chí Minh,lazada,computerandlaptop,39,1
"Laptop Masstel E140 Celeron N4120/4GB/128GB/14""HD/Win 10",7.990.000 ₫,https://www.lazada.vn/products/laptop-masstel-e140-celeronn41204gb128gb14hdwin-10-i2613172123.html,https://img.lazcdn.com/g/p/7647ebe06aa40e9c7c7a06afdc53e5e0.jpg_400x400q75.jpg_.webp,40,40,,Hồ Chí Minh,lazada,computerandlaptop,40,1
"Laptop Asus Vivobook Pro K3405VC-KM070W i9 13900H/16GB/512GB/14"" OLED 2.8K/GeForce RTX3050 4GB/Win11",25.990.000 ₫,https://www.lazada.vn/products/laptop-asus-vivobook-pro-k3405vc-km070w-i9-13900h16gb512gb14-oled-28kgeforce-rtx3050-4gbwin11-i2311153865.html,https://img.lazcdn.com/g/p/6506501c2104ea75b7acc910d8ce86a3.jpg_400x400q75.jpg_.webp,1,1,24% Off,"(1)
Hồ Chí Minh",lazada,computerandlaptop,1,1
Laptop HP Pavilion Aero 13-be2098AU R7 7735U/16GB/512GB/13.3''WUXGA/Win11,19.690.000 ₫,https://www.lazada.vn/products/laptop-hp-pavilion-aero-13-be2098au-r7-7735u16gb512gb133wuxgawin11-i2506934181.html,https://img.lazcdn.com/g/p/77547b2d6cbccfdd2797d6d35b64b0b2.jpg_400x400q75.jpg_.webp,2,2,10% Off,Hồ Chí Minh,lazada,computerandlaptop,2,1
Laptop HP 14s-em0080AU R3-7320U/8GB/256GB/14''FHD/Win11_80R30PA,8.990.000 ₫,https://www.lazada.vn/products/laptop-hp-14s-em0080au-r3-7320u8gb256gb14fhdwin11_80r30pa-i2260796846.html,https://img.lazcdn.com/g/p/5b847d05ebc4b057eb10a9a23e5be2f8.jpg_400x400q75.jpg_.webp,3,3,23% Off,"(1)
Hồ Chí Minh",lazada,computerandlaptop,3,1
Laptop Asus ZenBook 14 OLED UX3402VA-KM203W (i5-1340P) (Bạc) - Bảo hành 24 tháng,25.289.000 ₫,https://www.lazada.vn/products/laptop-asus-zenbook-14-oled-ux3402va-km203w-i5-1340p-bac-bao-hanh-24-thang-i2627017596.html,https://img.lazcdn.com/g/p/19c5f66afcd73b19c6bf89608f55c9e9.jpg_400x400q75.jpg_.webp,4,4,10% Off,Hồ Chí Minh,lazada,computerandlaptop,4,1
Laptop HP 240 G10 i3 N305/8GB/256GB/14'' FHD/Win11,9.090.000 ₫,https://www.lazada.vn/products/laptop-hp-240-g10-i3-n3058gb256gb14-fhdwin11-i2618044890.html,https://img.lazcdn.com/g/p/54a9396a607a06cb471c5ee9e7f4270c.jpg_400x400q75.jpg_.webp,5,5,24% Off,Hồ Chí Minh,lazada,computerandlaptop,5,1
"[Trả góp]Laptop HP Pavilion 14-dv2074TU,Core i5-1235U,8GB RAM,512GB SSD,Intel Graphics,14""FHD,Win11 Home 64,Gold,1Y_7C0P3PA - Hàng Chính Hãng - Bảo Hành 12 Tháng",17.900.000 ₫,https://www.lazada.vn/products/tra-goplaptop-hp-pavilion-14-dv2074tucore-i5-1235u8gb-ram512gb-ssdintel-graphics14fhdwin11-home-64gold1y_7c0p3pa-hang-chinh-hang-bao-hanh-12-thang-i2134472702.html,https://img.lazcdn.com/g/p/3accc299832375aeb06a9f1339b0be5e.png_400x400q75.png_.webp,6,6,9% Off,Hồ Chí Minh,lazada,computerandlaptop,6,1
"Laptop HP 245 G10 R5-7520U/8GB/256GB/14""FHD/Win11 (9H8X8PT)",10.790.000 ₫,https://www.lazada.vn/products/laptop-hp-245-g10-r5-7520u8gb256gb14fhdwin11-9h8x8pt-i2589443483.html,https://img.lazcdn.com/g/p/9e5e6b47e42f81535ecd1b038828fb90.jpg_400x400q75.jpg_.webp,7,7,19% Off,Hồ Chí Minh,lazada,computerandlaptop,7,1
Laptop ACER Predator Helios Neo PHN16-71-53M7 - Bảo hành 12 tháng,39.589.000 ₫,https://www.lazada.vn/products/laptop-acer-predator-helios-neo-phn16-71-53m7-bao-hanh-12-thang-i2594377012.html,https://img.lazcdn.com/g/p/a2986b28041a2281f0472957008f5314.jpg_400x400q75.jpg_.webp,8,8,,Hồ Chí Minh,lazada,computerandlaptop,8,1
Laptop LG Gram 2021 16Z90P-G.AH75A5 (Core i7-1165G7 - 16GB - 512GB - Intel Iris Xe - 16.0 inch WQXGA - Win 10 - Đen),60.177.600 ₫,https://www.lazada.vn/products/laptop-lg-gram-2021-16z90p-gah75a5-core-i7-1165g7-16gb-512gb-intel-iris-xe-160-inch-wqxga-win-10-den-i1530644482.html,https://img.lazcdn.com/g/p/e0e954e112b9d93f64225a3dd482aaeb.jpg_400x400q75.jpg_.webp,9,9,,"8 Đã bán
Hà Nội",lazada,computerandlaptop,9,0
Máy tính xách tay/ Laptop Lenovo Ideapad Slim 5 Light 14ABR8 - 82XS0007VN (AMD Ryzen 7-7730U) (Xám) - Bảo hành 36 tháng,17.159.000 ₫,https://www.lazada.vn/products/may-tinh-xach-tay-laptop-lenovo-ideapad-slim-5-light-14abr8-82xs0007vn-amd-ryzen-7-7730u-xam-bao-hanh-36-thang-i2420551940.html,https://img.lazcdn.com/g/p/a75d8f18b4a865a69c06c3e9a2c220bb.jpg_400x400q75.jpg_.webp,10,10,10% Off,Hồ Chí Minh,lazada,computerandlaptop,10,0
Laptop Asus Vivobook A1505VA-L1201W (i9-13900H) (Bạc) - Bảo hành 24 tháng,24.849.000 ₫,https://www.lazada.vn/products/laptop-asus-vivobook-a1505va-l1201w-i9-13900h-bac-bao-hanh-24-thang-i2328231524.html,https://img.lazcdn.com/g/p/9f4ec2240482cbb08d510ce0ac8e89b7.jpg_400x400q75.jpg_.webp,11,11,1% Off,Hồ Chí Minh,lazada,computerandlaptop,11,1
Máy tính xách tay/ Laptop Acer Nitro 5 Tiger AN515-58-52SP (i5-12500H) (NH.QFHSV.001) (Đen) - Bảo hành 12 tháng,22.099.000 ₫,https://www.lazada.vn/products/may-tinh-xach-tay-laptop-acer-nitro-5-tiger-an515-58-52sp-i5-12500h-nhqfhsv001-den-bao-hanh-12-thang-i2413443257.html,https://img.lazcdn.com/g/p/7f8e9bd77457f795ffee591d55ea3185.jpg_400x400q75.jpg_.webp,12,12,25% Off,Hồ Chí Minh,lazada,computerandlaptop,12,1
[HCM]Adaptor-nguồn xoay chiều AC 12V-1000mA,30.000 ₫,https://www.lazada.vn/products/hcmadaptor-nguon-xoay-chieu-ac-12v-1000ma-i1458724888.html,https://img.lazcdn.com/g/p/eba69bf32f7c2816d28f8a53a097cb51.jpg_400x400q75.jpg_.webp,13,13,,"(1)
Hồ Chí Minh",lazada,computerandlaptop,13,0
"Laptop HP Envy x360 2-in-1 Laptop 13-bf0013dx (66B41UA) | Intel Core i7-1250U | Ram 8GB | 512GB SSD | 13.3"" IPS FHD+ (1920 x 1200), 400 nits, 100% sRGB",13.562.500 ₫,https://www.lazada.vn/products/laptop-hp-envy-x360-2-in-1-laptop-13-bf0013dx-66b41ua-intel-core-i7-1250u-ram-8gb-512gb-ssd-133-ips-fhd-1920-x-1200-400-nits-100-srgb-i2479824665.html,https://img.lazcdn.com/g/p/3cf20dc4f964fbaee2af17560815e1b1.jpg_400x400q75.jpg_.webp,14,14,,Hồ Chí Minh,lazada,computerandlaptop,14,0
Máy tính xách tay/ Laptop Acer Nitro 5 Tiger AN515-58-5935 (i5-12450H) (Đen) - Bảo hành 12 tháng,28.589.000 ₫,https://www.lazada.vn/products/may-tinh-xach-tay-laptop-acer-nitro-5-tiger-an515-58-5935-i5-12450h-den-bao-hanh-12-thang-i2413637832.html,https://img.lazcdn.com/g/p/8f736d58ba36f6030ca9e2e04eef4704.jpg_400x400q75.jpg_.webp,15,15,,Hồ Chí Minh,lazada,computerandlaptop,15,1
Laptop HP 14s-em0078AU R5-7520U/8GB/ 512GB/14''FHD/Win11_80R28PA,12.590.000 ₫,https://www.lazada.vn/products/laptop-hp-14s-em0078au-r5-7520u8gb-512gb14fhdwin11_80r28pa-i2260969049.html,https://img.lazcdn.com/g/p/5b847d05ebc4b057eb10a9a23e5be2f8.jpg_400x400q75.jpg_.webp,16,16,11% Off,Hồ Chí Minh,lazada,computerandlaptop,16,1
laptop Compad 6520 - thanh lý,900.000 ₫,https://www.lazada.vn/products/laptop-compad-6520-thanh-ly-i2469022738.html,https://img.lazcdn.com/g/p/7daed029b0c53a671e27d0dae046edf7.jpg_400x400q75.jpg_.webp,17,17,,Hồ Chí Minh,lazada,computerandlaptop,17,0
HP Victus 15 fa0115TX (7C0X1PA) | Intel® Alder Lake Core™ i5 _ 12500H | 8GB | 512GB SSD PCIe | GeForce RTX™ 3050 with 4GB GDDR6 | Win 11 | 15.6 inch Full HD IPS 144Hz | LED KEY,17.950.000 ₫,https://www.lazada.vn/products/hp-victus-15-fa0115tx-7c0x1pa-intel-alder-lake-core-i5-_-12500h-8gb-512gb-ssd-pcie-geforce-rtx-3050-with-4gb-gddr6-win-11-156-inch-full-hd-ips-144hz-led-key-i2306104716.html,https://img.lazcdn.com/g/p/63927c87f4d9fb224a4dbaa1144e9450.jpg_400x400q75.jpg_.webp,18,18,,Hồ Chí Minh,lazada,computerandlaptop,18,1
"Laptop Asus TUF Gaming FX506HC-HN144W i5 11400H/8GB/512GB/15.6""FHD/GeForce RTX 3050 4GB/Win 11",17.490.000 ₫,https://www.lazada.vn/products/laptop-asus-tuf-gaming-fx506hc-hn144w-i5-11400h8gb512gb156fhdgeforce-rtx3050-4gbwin-11-i2566092724.html,https://img.lazcdn.com/g/p/4ebecd14dbffde10eea6880ac2182f3a.jpg_400x400q75.jpg_.webp,19,19,20% Off,Hồ Chí Minh,lazada,computerandlaptop,19,1
Laptop HP Gaming Victus 16-e1107AX 7C140PA (Ryzen 5 6600H/ 8GB/ 512GB SSD/ Nvidia GeForce RTX 3050 4Gb GDDR6/ 16.1inch FHD/ Windows 11 Home/ Performance Blue/ Vỏ nhựa),23.490.000 ₫,https://www.lazada.vn/products/laptop-hp-gaming-victus-16-e1107ax-7c140pa-ryzen-5-6600h-8gb-512gb-ssd-nvidia-geforce-rtx-3050-4gb-gddr6-161inch-fhd-windows-11-home-performance-blue-vo-nhua-i2219150867.html,https://img.lazcdn.com/g/p/0869ee723f77ad1eb1cbb08a675f8204.jpg_400x400q75.jpg_.webp,20,20,,"7 Đã bán
Hà Nội",lazada,computerandlaptop,20,1
"Laptop Lenovo Gaming Legion 5 Pro 16ARH7H R7 6800H/16GB/512GB/16""/Nvidia RTX 3060 6GB/Win 11",46.490.000 ₫,https://www.lazada.vn/products/laptop-lenovo-gaming-legion-5-pro-16arh7h-r7-6800h16gb512gb16nvidia-rtx-3060-6gbwin-11-i2410846713.html,https://img.lazcdn.com/g/p/d95b062a5caad74de767779a3f148d7f.jpg_400x400q75.jpg_.webp,21,21,,"37 Đã bán
Hồ Chí Minh",lazada,computerandlaptop,21,1
DELL VOSTRO 3568 CORE I7 7500U RAM 16G SSD 256G 15.6INCH FHD VGA RỜI,6.500.000 ₫,https://www.lazada.vn/products/dell-vostro-3568-core-i7-7500u-ram-16g-ssd-256g-156inch-fhd-vga-roi-i2491333112.html,https://img.lazcdn.com/g/p/494ec8c2053913514e9c4b7800f50842.jpg_400x400q75.jpg_.webp,22,22,26% Off,Hồ Chí Minh,lazada,computerandlaptop,22,0
Laptop Acer Nitro 5 AN515-58-5193 (NH.QLZSV.004) (i5-12450H) (Đen) - Bảo hành 12 tháng,29.689.000 ₫,https://www.lazada.vn/products/laptop-acer-nitro-5-an515-58-5193-nhqlzsv004-i5-12450h-den-bao-hanh-12-thang-i2594092930.html,https://img.lazcdn.com/g/p/2d59ebdf80de1c77a817e3d9d090be51.jpg_400x400q75.jpg_.webp,23,23,,Hồ Chí Minh,lazada,computerandlaptop,23,1
"[Trả góp]Laptop HP 15s-fq2712TU,Core i3-1115G4,8GB RAM,256GB SSD,Intel Graphics,15.6""FHD,Win11 Home 64,Silver,1Y_7C0X2PA - Hàng chính hãng - Bảo hành 1 năm",11.680.000 ₫,https://www.lazada.vn/products/tra-goplaptop-hp-15s-fq2712tucore-i3-1115g48gb-ram256gb-ssdintel-graphics156fhdwin11-home-64silver1y_7c0x2pa-hang-chinh-hang-bao-hanh-1-nam-i2134348156.html,https://img.lazcdn.com/g/p/9c552c99dfc4ffe1ed2213b046c77368.png_400x400q75.png_.webp,24,24,8% Off,Hồ Chí Minh,lazada,computerandlaptop,24,1
Laptop HP 240 G9 i3-1215U/8GB/256GB/Win11 (6L1X7PA),13.990.000 ₫,https://www.lazada.vn/products/laptop-hp-240-g9-i3-1215u8gb256gbwin11-6l1x7pa-i2493249031.html,https://img.lazcdn.com/g/p/fa47c45870e3b01a1f5e73f8dac485f7.jpg_400x400q75.jpg_.webp,25,25,,Hồ Chí Minh,lazada,computerandlaptop,25,1
"Laptop Lenovo Ideapad 1 - 14ALC7 R7 5700U/16GB/512GB/14.0"" FHD/Win 11",12.090.000 ₫,https://www.lazada.vn/products/laptop-lenovo-ideapad-1-14alc7-r7-5700u16gb512gb140-fhdwin-11-i2590878694.html,https://img.lazcdn.com/g/p/a67bcd784e4ca1c791ed6cf4fc445d6f.jpg_400x400q75.jpg_.webp,26,26,14% Off,Hồ Chí Minh,lazada,computerandlaptop,26,1
"[Trả góp]Laptop HP Pavilion 14-dv2069TU,Core i3-1215U,8GB RAM,256GB SSD,Intel Graphics,14""FHD,Win11 Home 64,Gold,1Y_7C0P1PA - Hàng Chính Hãng - Bảo Hành 12 Tháng",13.850.000 ₫,https://www.lazada.vn/products/tra-goplaptop-hp-pavilion-14-dv2069tucore-i3-1215u8gb-ram256gb-ssdintel-graphics14fhdwin11-home-64gold1y_7c0p1pa-hang-chinh-hang-bao-hanh-12-thang-i2134467593.html,https://img.lazcdn.com/g/p/34a8d846d1bde565c06c4a56c5fca238.png_400x400q75.png_.webp,27,27,9% Off,Hồ Chí Minh,lazada,computerandlaptop,27,1
Main Laptop Hp G4 2002TU đẹp,720.000 ₫,https://www.lazada.vn/products/main-laptop-hp-g4-2002tu-dep-i2214061154.html,https://img.lazcdn.com/g/p/d8c3902f540814a4a706e4ef7a747898.jpg_400x400q75.jpg_.webp,28,28,,Hồ Chí Minh,lazada,computerandlaptop,28,0
[Trả góp 0%]ASUS VIVOBOOK X509MA INTEL N4020 RAM 8G SSD 256G 15.6INCH,4.200.000 ₫,https://www.lazada.vn/products/tra-gop-0asus-vivobook-x509ma-intel-n4020-ram-8g-ssd-256g-156inch-i1228650181.html,https://img.lazcdn.com/g/p/66a059fa5b7dcaecd326fcb9b6dd215b.jpg_400x400q75.jpg_.webp,29,29,28% Off,Hồ Chí Minh,lazada,computerandlaptop,29,0
"Laptop Dell Vostro V3520 i5 1235U/16GB/512GB/15.6""FHD/Win11/Office HS21",16.490.000 ₫,https://www.lazada.vn/products/laptop-dell-vostro-v3520-i5-1235u16gb512gb156fhdwin11office-hs21-i2607836321.html,https://img.lazcdn.com/g/p/eb756e57c2296361d7e79e1748058a94.jpg_400x400q75.jpg_.webp,30,30,3% Off,Hồ Chí Minh,lazada,computerandlaptop,30,1
Laptop Dell Latitude E7240 màn 12.5 inch - Core i7 4600u Mỏng nhẹ,2.268.000 ₫,https://www.lazada.vn/products/laptop-dell-latitude-e7240-man-125-inch-core-i7-4600u-mong-nhe-i2651892016.html,https://img.lazcdn.com/g/p/329b8ca35d09812a6d30b9ff1f320434.jpg_400x400q75.jpg_.webp,31,31,,"(1)
Nghệ An",lazada,computerandlaptop,31,0
ASUS X541U CORE I7 7500U RAM 16G SSD 256G 15.6INCH VGA RỜI,5.500.000 ₫,https://www.lazada.vn/products/asus-x541u-core-i7-7500u-ram-16g-ssd-256g-156inch-vga-roi-i2489036877.html,https://img.lazcdn.com/g/p/ba48a078204f3802a5eaa1bf4e6789b8.jpg_400x400q75.jpg_.webp,32,32,29% Off,Hồ Chí Minh,lazada,computerandlaptop,32,0
